country;year;action;priority;public_ri_investment;private_ri_investment;inventions;public_ri_investment_eu_share;private_ri_investment_eu_share;inventions_eu_share;specialisation_index_inventions
Belgium;2014;Renewable energy technologies;Number 1 in Renewables;16,569;32,728088;21,35314077;0,024187342;0,009615903;0,015599728;0,271387155
Belgium;2014;Smart solutions for consumers;Smart systems;9,4685;17,293035;11,16666687;0,07395247;0,007421131;0,010767409;-0,122449779
Belgium;2014;Integrated & flexible energy system;Smart systems;17,235;10,917639;7,458333392;0,018152625;0,010363226;0,014531083;0,184291883
Belgium;2014;Energy efficiency in buildings;Energy efficiency;12,9705;2,289768;1,611111097;0,074901183;0,004223072;0,008599221;-0,299158349
Belgium;2014;Energy efficiency in industry;Energy efficiency;14,474;116,957843;24,42225889;0,036690896;0,035803174;0,018568277;0,513325639
Belgium;2014;Batteries & e-mobility;Sustainable transport;;15,048981;7,894623641;;0,003872186;0,005733409;-0,532723734
Belgium;2014;Renewable fuels & bioenergy;Sustainable transport;28,147;6,18674;5,585802354;0,040408034;0,002664399;0,007138162;-0,418235557
Belgium;2014;CCUS;CCUS;0,958;7,423672;3,313725524;0,008017329;0,032159795;0,029558826;1,409061911
Belgium;2014;Nuclear safety;Nuclear safety;67,021;0,279423;0,071428575;0,058912754;0,001870255;0,001167852;-0,904819336
Belgium;2015;Renewable energy technologies;Number 1 in Renewables;12,054;29,621609;17,01821104;0,017353267;0,00979676;0,013638667;0,0851077
Belgium;2015;Smart solutions for consumers;Smart systems;7,992;19,75953;11,69658132;0,076033114;0,008973249;0,012208998;-0,028638341
Belgium;2015;Integrated & flexible energy system;Smart systems;10,884;15,530326;6,000000104;0,011507473;0,015065703;0,013057957;0,038905787
Belgium;2015;Energy efficiency in buildings;Energy efficiency;4,2475;3,046692;1,100000001;0,027865584;0,010196423;0,007326206;-0,417118828
Belgium;2015;Energy efficiency in industry;Energy efficiency;30,1325;64,079059;28,17839427;0,075328658;0,017922009;0,021074218;0,676688486
Belgium;2015;Batteries & e-mobility;Sustainable transport;;7,540802;3,550000016;;0,002121228;0,003003496;-0,761038459
Belgium;2015;Renewable fuels & bioenergy;Sustainable transport;17,802;8,931315;4,883333284;0,026153314;0,004071246;0,006102739;-0,514459214
Belgium;2015;CCUS;CCUS;1,754;26,99184;5,750000082;0,029865679;0,119445705;0,05291166;3,209711243
Belgium;2015;Nuclear safety;Nuclear safety;76,387;;1,00000003;0,061560852;;0,017857523;0,420764611
Belgium;2016;Renewable energy technologies;Number 1 in Renewables;8,482;25,242887;12,15277783;0,012254077;0,008622733;0,01016701;-0,288368307
Belgium;2016;Smart solutions for consumers;Smart systems;7,4845;37,065263;15,28333342;0,075216979;0,01758339;0,017434808;0,22033533
Belgium;2016;Integrated & flexible energy system;Smart systems;15,184;7,30106;3,933333389;0,017516709;0,008079447;0,009458792;-0,337939488
Belgium;2016;Energy efficiency in buildings;Energy efficiency;6,204;1,181954;1,400000036;0,045562003;0,003718064;0,010766962;-0,246375154
Belgium;2016;Energy efficiency in industry;Energy efficiency;20,5525;44,372811;23,18333349;0,056272053;0,014638929;0,018214226;0,274890054
Belgium;2016;Batteries & e-mobility;Sustainable transport;;32,127157;14,72499993;;0,009946594;0,012507098;-0,124575785
Belgium;2016;Renewable fuels & bioenergy;Sustainable transport;17,854;24,438984;11,43333346;0,027855414;0,012101906;0,016141304;0,129797591
Belgium;2016;CCUS;CCUS;0;4,9409;2,666666687;0;0,026389649;0,029399715;1,057809326
Belgium;2016;Nuclear safety;Nuclear safety;88,734;;0;0,075264187;;0;0
Belgium;2017;Renewable energy technologies;Number 1 in Renewables;11,413;10,53641;0;0,01669223;0,012824438;0;0
Belgium;2017;Smart solutions for consumers;Smart systems;6,9;4,502926;0;0,061123039;0,005412685;0;0
Belgium;2017;Integrated & flexible energy system;Smart systems;24,865;3,760597;0;0,027428033;0,009421321;0;0
Belgium;2017;Energy efficiency in buildings;Energy efficiency;4,565;3,87234;0;0,026367431;0,02860357;0;0
Belgium;2017;Energy efficiency in industry;Energy efficiency;25,671;34,99632;0;0,060655232;0,032066774;0;0
Belgium;2017;Batteries & e-mobility;Sustainable transport;;12,32976;0;;0,00896679;0;0
Belgium;2017;Renewable fuels & bioenergy;Sustainable transport;13,338;7,14623;0;0,020044214;0,00951745;0;0
Belgium;2017;CCUS;CCUS;0;2,32216;0;0;0,045364217;0;0
Belgium;2017;Nuclear safety;Nuclear safety;72,914;;0;0,058546785;;0;0
Belgium;2018;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Belgium;2018;Smart solutions for consumers;Smart systems;;;0;;;0;0
Belgium;2018;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Belgium;2018;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Belgium;2018;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Belgium;2018;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Belgium;2018;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Belgium;2018;CCUS;CCUS;;;0;;;0;0
Belgium;2018;Nuclear safety;Nuclear safety;82,694;;0;0,06565466;;0;0
Belgium;2019;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Belgium;2019;Smart solutions for consumers;Smart systems;;;0;;;0;0
Belgium;2019;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Belgium;2019;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Belgium;2019;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Belgium;2019;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Belgium;2019;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Belgium;2019;CCUS;CCUS;;;0;;;0;0
Belgium;2019;Nuclear safety;Nuclear safety;;;0;;;0;0
Belgium;2020;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Belgium;2020;Smart solutions for consumers;Smart systems;;;0;;;0;0
Belgium;2020;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Belgium;2020;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Belgium;2020;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Belgium;2020;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Belgium;2020;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Belgium;2020;CCUS;CCUS;;;0;;;0;0
Belgium;2020;Nuclear safety;Nuclear safety;;;0;;;0;0
Bulgaria;2004;Renewable energy technologies;Number 1 in Renewables;;;2;;;0,004924257;2,580968193
Bulgaria;2004;Smart solutions for consumers;Smart systems;;;0;;;0;0
Bulgaria;2004;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Bulgaria;2004;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Bulgaria;2004;Energy efficiency in industry;Energy efficiency;;4,895476;1,027777784;;0,002526039;0,001787534;0,299912552
Bulgaria;2004;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Bulgaria;2004;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Bulgaria;2004;CCUS;CCUS;;;0;;;0;0
Bulgaria;2004;Nuclear safety;Nuclear safety;;;0;;;0;0
Bulgaria;2005;Renewable energy technologies;Number 1 in Renewables;;;1;;;0,00226419;4,046885084
Bulgaria;2005;Smart solutions for consumers;Smart systems;;;0;;;0;0
Bulgaria;2005;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Bulgaria;2005;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Bulgaria;2005;Energy efficiency in industry;Energy efficiency;;0,31923;0,100000001;;0,000159436;0,000166076;-0,629817006
Bulgaria;2005;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Bulgaria;2005;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Bulgaria;2005;CCUS;CCUS;;;0;;;0;0
Bulgaria;2005;Nuclear safety;Nuclear safety;;;0;;;0;0
Bulgaria;2006;Renewable energy technologies;Number 1 in Renewables;;;1,5;;;0,002539742;1,828177317
Bulgaria;2006;Smart solutions for consumers;Smart systems;;;1;;;0,002009364;1,237564659
Bulgaria;2006;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Bulgaria;2006;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Bulgaria;2006;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Bulgaria;2006;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Bulgaria;2006;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Bulgaria;2006;CCUS;CCUS;;;0;;;0;0
Bulgaria;2006;Nuclear safety;Nuclear safety;;;0;;;0;0
Bulgaria;2007;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Bulgaria;2007;Smart solutions for consumers;Smart systems;;;0;;;0;0
Bulgaria;2007;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Bulgaria;2007;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Bulgaria;2007;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Bulgaria;2007;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Bulgaria;2007;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Bulgaria;2007;CCUS;CCUS;;;0;;;0;0
Bulgaria;2007;Nuclear safety;Nuclear safety;;;0;;;0;0
Bulgaria;2008;Renewable energy technologies;Number 1 in Renewables;;;2;;;0,001682498;-0,254141478
Bulgaria;2008;Smart solutions for consumers;Smart systems;;;0;;;0;0
Bulgaria;2008;Integrated & flexible energy system;Smart systems;;5,87693;2;;0,00944256;0,008608291;2,81609305
Bulgaria;2008;Energy efficiency in buildings;Energy efficiency;;7,2936;1,666666687;;0,008376525;0,007043908;2,122595069
Bulgaria;2008;Energy efficiency in industry;Energy efficiency;;1,952706;2,666666687;;0,00083904;0,003783636;0,677302474
Bulgaria;2008;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Bulgaria;2008;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Bulgaria;2008;CCUS;CCUS;;;0;;;0;0
Bulgaria;2008;Nuclear safety;Nuclear safety;;4,65036;1;;0,027001218;0,040826142;17,09840674
Bulgaria;2009;Renewable energy technologies;Number 1 in Renewables;;;1;;;0,000679111;0,105474174
Bulgaria;2009;Smart solutions for consumers;Smart systems;;0,505839;0,600000009;;0,000226818;0,000819022;0,333223527
Bulgaria;2009;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Bulgaria;2009;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Bulgaria;2009;Energy efficiency in industry;Energy efficiency;;4,540358;1,375;;0,00183638;0,001837529;1,991174356
Bulgaria;2009;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Bulgaria;2009;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Bulgaria;2009;CCUS;CCUS;;;0;;;0;0
Bulgaria;2009;Nuclear safety;Nuclear safety;;;0;;;0;0
Bulgaria;2010;Renewable energy technologies;Number 1 in Renewables;;;1;;;0,00059486;0,075622886
Bulgaria;2010;Smart solutions for consumers;Smart systems;;1,37175;0,571428597;;0,000516104;0,000758765;0,371994572
Bulgaria;2010;Integrated & flexible energy system;Smart systems;;;1;;;0,002952753;4,33915123
Bulgaria;2010;Energy efficiency in buildings;Energy efficiency;;;0,5;;;0,001573484;1,845163706
Bulgaria;2010;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Bulgaria;2010;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Bulgaria;2010;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Bulgaria;2010;CCUS;CCUS;;;0;;;0;0
Bulgaria;2010;Nuclear safety;Nuclear safety;;;0;;;0;0
Bulgaria;2011;Renewable energy technologies;Number 1 in Renewables;;2,94644;6,333333343;;0,000586327;0,003315306;1,57147959
Bulgaria;2011;Smart solutions for consumers;Smart systems;;0,663267;0,200000003;;0,000283534;0,000262019;-0,796767832
Bulgaria;2011;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Bulgaria;2011;Energy efficiency in buildings;Energy efficiency;;;0,333333343;;;0,00107403;-0,166940983
Bulgaria;2011;Energy efficiency in industry;Energy efficiency;;;1,333333343;;;0,001330135;0,031704446
Bulgaria;2011;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Bulgaria;2011;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Bulgaria;2011;CCUS;CCUS;;;0;;;0;0
Bulgaria;2011;Nuclear safety;Nuclear safety;;;0;;;0;0
Bulgaria;2012;Renewable energy technologies;Number 1 in Renewables;;9,562307;6,000000007;;0,001941589;0,003070593;1,679185574
Bulgaria;2012;Smart solutions for consumers;Smart systems;;;0,111111112;;;0,000108554;-0,90528365
Bulgaria;2012;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Bulgaria;2012;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Bulgaria;2012;Energy efficiency in industry;Energy efficiency;;1,38822;1,833333343;;0,000440374;0,00153859;0,342466536
Bulgaria;2012;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Bulgaria;2012;Renewable fuels & bioenergy;Sustainable transport;;1,12282;0,5;;0,000594502;0,000682194;-0,404764857
Bulgaria;2012;CCUS;CCUS;;;0;;;0;0
Bulgaria;2012;Nuclear safety;Nuclear safety;;;0;;;0;0
Bulgaria;2013;Renewable energy technologies;Number 1 in Renewables;;0,472749;0,166666672;;0,000127285;0,000104315;-0,832731243
Bulgaria;2013;Smart solutions for consumers;Smart systems;;;0;;;0;0
Bulgaria;2013;Integrated & flexible energy system;Smart systems;;2,82403;1,000000045;;0,002446285;0,002042573;2,275258372
Bulgaria;2013;Energy efficiency in buildings;Energy efficiency;;0,537072;0,166666672;;0,000992215;0,000813776;0,304886927
Bulgaria;2013;Energy efficiency in industry;Energy efficiency;;2,742498;1;;0,000842945;0,000798602;0,280556378
Bulgaria;2013;Batteries & e-mobility;Sustainable transport;;1,481922;1;;0,000372996;0,000697044;0,117707665
Bulgaria;2013;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Bulgaria;2013;CCUS;CCUS;;;0;;;0;0
Bulgaria;2013;Nuclear safety;Nuclear safety;;;1,000000015;;;0,013297336;20,32223469
Bulgaria;2014;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Bulgaria;2014;Smart solutions for consumers;Smart systems;;2,87945;1;;0,001235687;0,000964246;0,874962491
Bulgaria;2014;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Bulgaria;2014;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Bulgaria;2014;Energy efficiency in industry;Energy efficiency;;1,698088;1;;0,000519819;0,000760301;0,478395812
Bulgaria;2014;Batteries & e-mobility;Sustainable transport;;2,988452;1;;0,000768945;0,000726242;0,412168293
Bulgaria;2014;Renewable fuels & bioenergy;Sustainable transport;;1,07808;0,473684214;;0,000464289;0,000605327;0,177049386
Bulgaria;2014;CCUS;CCUS;;;0;;;0;0
Bulgaria;2014;Nuclear safety;Nuclear safety;;;0;;;0;0
Bulgaria;2015;Renewable energy technologies;Number 1 in Renewables;;4,12081;1,166666687;;0,001362876;0,000934985;-0,158596921
Bulgaria;2015;Smart solutions for consumers;Smart systems;;;0;;;0;0
Bulgaria;2015;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Bulgaria;2015;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Bulgaria;2015;Energy efficiency in industry;Energy efficiency;;10,525445;4,333333462;;0,002943819;0,003240838;1,916463934
Bulgaria;2015;Batteries & e-mobility;Sustainable transport;;3,69011;1,50000003;;0,001038028;0,001269083;0,142060952
Bulgaria;2015;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Bulgaria;2015;CCUS;CCUS;;;0;;;0;0
Bulgaria;2015;Nuclear safety;Nuclear safety;;;0;;;0;0
Bulgaria;2016;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Bulgaria;2016;Smart solutions for consumers;Smart systems;;;0;;;0;0
Bulgaria;2016;Integrated & flexible energy system;Smart systems;;5,79162;2;;0,006409081;0,004809555;8,513223465
Bulgaria;2016;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Bulgaria;2016;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Bulgaria;2016;Batteries & e-mobility;Sustainable transport;;1,46789;1;;0,00045446;0,000849378;0,680057053
Bulgaria;2016;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Bulgaria;2016;CCUS;CCUS;;;0;;;0;0
Bulgaria;2016;Nuclear safety;Nuclear safety;;;0;;;0;0
Bulgaria;2017;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Bulgaria;2017;Smart solutions for consumers;Smart systems;;;0;;;0;0
Bulgaria;2017;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Bulgaria;2017;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Bulgaria;2017;Energy efficiency in industry;Energy efficiency;;1,38169;0;;0,001266029;0;0
Bulgaria;2017;Batteries & e-mobility;Sustainable transport;;1,42841;0;;0,001038808;0;0
Bulgaria;2017;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Bulgaria;2017;CCUS;CCUS;;;0;;;0;0
Bulgaria;2017;Nuclear safety;Nuclear safety;;;0;;;0;0
Bulgaria;2018;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Bulgaria;2018;Smart solutions for consumers;Smart systems;;;0;;;0;0
Bulgaria;2018;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Bulgaria;2018;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Bulgaria;2018;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Bulgaria;2018;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Bulgaria;2018;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Bulgaria;2018;CCUS;CCUS;;;0;;;0;0
Bulgaria;2018;Nuclear safety;Nuclear safety;;;0;;;0;0
Bulgaria;2019;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Bulgaria;2019;Smart solutions for consumers;Smart systems;;;0;;;0;0
Bulgaria;2019;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Bulgaria;2019;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Bulgaria;2019;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Bulgaria;2019;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Bulgaria;2019;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Bulgaria;2019;CCUS;CCUS;;;0;;;0;0
Bulgaria;2019;Nuclear safety;Nuclear safety;;;0;;;0;0
Bulgaria;2020;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Bulgaria;2020;Smart solutions for consumers;Smart systems;;;0;;;0;0
Bulgaria;2020;Integrated & flexible energy system;Smart systems;;;0;;;0;0
